0001—二三四五六七八九 答案：缺衣少食 
3428—当你向别人夸耀你的长处的同时，别人还会知道你的什么？ 答案：你是不是哑巴 
3429—一只凶猛的饿猫，看到老鼠，为何却拨腿就跑？ 答案：去追老鼠 
3430—别人跟阿丹说她的衣服怎么没衣扣，她却不在乎，为什么？ 答案：因为她的衣服只有拉链，没有扣子 
3431—男人在一起喝酒，为什么非划拳不可？ 答案：敬酒不吃吃罚酒 
3432—“Kiss”是动词,形容词还是名词 答案：连词 
3433—梁山伯和祝英台变成了一对比翼双飞的蝴蝶之后怎样了？ 答案：生了一堆毛毛虫 
3434—一个人被老虎穷追不舍，突然前面有一条大河,他不会游泳,但他却过去了，为什么？ 答案：昏过去了 
3435—口吃的人做什么事最亏？ 答案：打长途电话 
3436—世界拳击冠军却很容易被什么击倒？ 答案：瞌睡 
3437—铁锤锤鸡蛋为什么锤不破？ 答案：锤怎么会破 
3438—一群惧内的大丈夫们正聚集在一起商量怎样重振男子汉的雄风，突然听说他们的老婆来了，大家四处逃窜，惟独一人没有跑，为什么？ 答案：吓死了 
3439—你的爸爸的妹妹的堂弟的表哥的爸爸与你叔叔的儿子的嫂子是什么关系 答案：亲戚关系 
3440—你能做、我能做、大家都能做，一个人能做、两个人不能一起做。这是做什么 答案：做梦 
3441—什么贵重的东西最容易不翼而飞 答案：人造卫星 
3442—哪儿的海不产鱼 答案：辞海 
3443—警察面对两名歹徒，但他只剩下一颗子弹，他对歹徒说：谁动就打谁，结果没动的反而挨子弹，为什么？ 答案：因为不动较好打 
3444—胖胖是个颇有名气的跳水运动员，可是有一天，他站在跳台上，却不敢往下跳。这是为什么？ 答案：因为水池里没有水 
3445—刮风的晚上，停电了，晓晓上床睡觉时忘了吹蜡烛，第二天醒来时，蜡烛居然还有很长一支没有燃完，怎么回事呢？ 答案：被风吹熄了 
3446—胖姐阿英站上人体秤时，为何指针却只指着5？ 答案：指针已经转过一圈了 
3447—什么时候四减三会等于五 答案：四个角的东西切去一个角. 
3448—有两个人决定进行自行车比赛，看谁的自行车跑的快，比赛在一个平坦宽敞的体育场里进行，但当比赛开始时，他们两个却谁也不愿意领先，反而都在慢悠悠的骑，已知他们两人都不会互相谦让，也没有外来因素干扰，总之，一切都很正常，这究竟 答案：他们交换了自行车 
3449—小明只会花钱，天天花很多钱,可最后却成了百万富翁,为什么 答案：以前是亿万富翁 
3450—亚当和夏娃结婚后最大的遗憾是什么 答案：没人来喝喜酒. 
3451—为什么一瓶标明剧毒的药对人却无害 答案：只要你不去喝它 
3452—两只狗赛跑，甲狗跑得快，乙狗跑得慢，跑到终点时，哪只狗出汗多 答案：狗不会出汗 
3453—亮亮的生日在三月三十日，请问是哪年的三月三十日 答案：每年的三月三十日 
3454—有种动物，大小像只猫，长相又像虎，这是什么动物 答案：小老虎 
3455—一溜（提示：注意谐音）三棵树，要拴１０匹马，只能拴单不能拴双 答案：请问怎么拴？ 
3456—猴子每分钟能掰一个玉米，在果园里，一只猴子５分钟能掰几个玉米 答案：没掰到一个 
3457—小红口袋里原有１０个铜钱，但它们都掉了，请问小红口袋里还剩下什么 答案：一个洞 
3458—三个金“鑫”，三个水叫“淼”，三个人叫“众”，那么三个鬼应该叫什么 答案：叫“救命” 
3459—上海的南京路，来往最多的是什么人[答案] 答案：中国人 
3460—世界上除了火车啥车最长 答案：塞车 
3461—明明是个近视眼，也是个出名的馋小子，在他面前放一堆书，书后放一个苹果，你说他会先看什么 答案：什么也看不见 
3462—毛毛说：１０＋４＝２，老师也说对，为什么 答案：10点+4点=下午2点 
3463—小明对小华说：“我可以坐在一个你永远也坐不到的地方！”他坐在哪里 答案：小华的身上 
3464—拿鸡蛋撞石头为何不烂 答案：石头当然不会烂 
3465—什么官不仅不领工资，还要自掏腰包 答案：新郎官 
3466—油漆工的徒弟叫啥 答案：好色之徒 
3467—小明在街上散步时见到一张百元大钞和一块骨头，它却捡了一块骨头，为什么 答案：它是一只狗 
3468—为什么有一个人经常从十米高的地方不带任何安全装置跳下 答案：跳水运动员 
3469—有一只蜗牛从新疆维吾尔自治区爬到海南省为什么只需三分钟 答案：它在地图上爬 
3470—什么事你明明没有做却要受罚 答案：做作业 
3471—小郭很爱唱歌，就连用牙刷、牙膏刷牙时，他也与众不同，竟还在放声大唱，结果还可以把牙刷的很干净，你说为什么 答案：不知道啊，哈哈 
3472—有一名囚犯，被抓到警察局，并被单独关到了一间密封非常好的小囚室里，在没有可能外人进入的情况下，第二天早晨，囚室里居然多出了一名男士！这是为什么 答案：她是名女囚犯，第二天生了一个小男孩 
3473—五月五日是我国人民传统节日：端午节，是伟大诗人屈原投江的日子，那么你知道五月十二日是什么日子吗 答案：屈原烧"头七"的日子 
3474—3个人3天用3桶水，9个人9天用几桶水 答案：9桶水 
3475—如果有机会让你移民,你一定不会去哪个国家 答案：天国 
3476—迄今为止，你所见到的最大的影子是什么 答案：黑夜，它是地球的影子 
3477—有一个穿着泳装的女人，她在松软的沙滩上漫步，这一切虽然都很正常，但是，你会发现她的身后竟然没有脚印！这是为什么 答案：她是倒着走的 
3478—孔子与孟子有何不同 答案：孔子把儿子背在背上，孟子把儿子扛在头上！ 
3479—小王过十三岁的生日，为什么桌子上有十四根蜡烛 答案：那晚停电，有一根是用来照明的 
3480—有一位大师武功了得，他在下雨天不带任何防雨物品出门，全身都被淋湿了，可是头发一点没湿，怎么回事 答案：他是和尚，没有头发 
3481—市里新开张了一家医院，设备先进，服务周到。但令人奇怪的是：这儿竟一位病人都不收，这是为啥 答案：兽医院 
3482—有一种布很长很宽很好看，就是没有人用它来作衣服也不可能作成衣服，为什么 答案：瀑布 
3483—时钟敲了十三下,请问现在该做什么呢 答案：该去修理了 
3484—有一只公狗在沙漠中突然死掉了，请问为什么 答案：找不到电线杆和大树 
3485—下雨天不怕雨淋的是什么 答案：雨伞和雨衣 
3486—身子里面空空洞洞而却拥有一双手的是什么麼 答案：手套 
3487—有一种水果，没吃之前是绿色的，吃下去是红色的，吐出时却是黑色的，請問是请问这是什么水果 答案：西瓜 
3488—拥有很多牙齿,能咬住人的头发的东西是什么麼 答案：发夹 
3489—小红与妈妈都在同一个班里上课，这是为什么？ 答案：妈妈是小红的班主任 
3490—为什么自由女神像老站在纽约港 答案：她不能坐 
3491—放一支铅笔在地上,要使任何人都无法跨过,怎么做 答案：放在墙边 
3492—离婚的主要起因是什么？ 答案：结婚 
3493—“先天”是指父母的遗传，那“后天”是什么？ 答案：明天的明天 
3494—时钟什么时候不会走？ 答案：时钟本来就不会走？ 
3495—林老生大手术后换了一个人工心脏。病好了后,她的女友却马上提出分手,为什么会这样 答案：没有"真"心爱她 
3496—有两个人，一个面朝南，一个面朝北的站立着，不准回头，不准走动，不准照镜子，问他们能否看到对方的脸？ 答案：当然能，因为他们面对面 
3497—相同内容的书，为什么小高要同时买两本？ 答案：送人 
3498—什么时候子女相逢能并肩？ 答案：好 
3499—小明从不念书却得了模范生，为什么 答案：小明是聋哑学生 
3500—一个招牌突然由高处掉落,砸向并排行走的五个人,为什么只有三个人受伤 答案：因为是麦当劳（M）的招牌 
3501—被鳄鱼咬和被鲨鱼咬后的感觉有什么不同 答案：没有人知道 
3502—大象的左耳朵像什么 答案：像右耳朵. 
3503—阿勇做事总是拖泥带水，但上级部门总是表彰他，这是为什么？ 答案：他是泥瓦匠 
3504—什么英文字母最多人喜欢听呢 答案：CD 
3505—什么地方的路最窄？ 答案：冤家路窄 
3506—有半瓶酒，瓶口用软木塞塞住，在不敲碎瓶子，不准拔去木塞，不准在塞子上钻孔的情况下，怎样喝到瓶子里的酒？ 答案：把塞子推到瓶里去 
3507—什么东西晚上才生出尾巴呢 答案：流星 
3508—飞机在天上飞，突然没油了，什么东西先掉下来？ 答案：油量表指针 
3509—什么东西有五个头，但人不觉的它怪呢 答案：手和脚 
3510—什么枪把人打跑却不伤人？ 答案：水枪 
3511—有一种药你不用上药店买就能吃到，是什么药？ 答案：后悔药 
3512—每对夫妻在生活中都有一个绝对的共同点，那是什么？ 答案：同年同月同日结婚 
3513—美丽的公主结婚以后就不挂蚊帐了，为什么？ 答案：她嫁给了青蛙王子 
3514—什么动物天天熬夜？ 答案：熊猫，你没它眼圈总是黑的！ 
3515—满满一杯饮料，怎样才能喝到杯底的饮料？ 答案：用吸管 
3516—有一样东西，你只能用左手拿它，右手却拿不到，这是什么东西？ 答案：右手 
3517—有一只羊，一年吃了草地上一半的草，问它把草全部吃光，需要多少年？ 答案：永远吃不完，因为草每年都在长！ 
3518—杰克应该把游艇开到红海去，却到了黑海，为什么？ 答案：他是色盲 
3519—只能一个人去做的事是什么？ 答案：做梦 
3520—谁是兽中之王？ 答案：动物园园长 
3521—往一个篮子里放鸡蛋，假定篮子里的鸡蛋数目每分钟增加1倍，这样，12分钟后，篮子满了。那么，请问在什么时候是半篮子鸡蛋 答案：11分钟 
3522—人在什么情况下会七窍生烟 答案：火葬 
3523—当今社会，个体户大都靠什么吃饭 答案：嘴巴 
3524—你只要叫它的名字就会把它破坏，它是什么？ 答案：沉默 
3525—什么人生病从来不看医生？ 答案：盲人 
3526—有一种细菌，经过1分钟，分裂成2个，再过1分钟，又发生分裂，变成4个。这样，把一个细菌放在瓶子里到充满为止，用了1个小时。如果一开始时，将2个这种细菌放入瓶子里，那么，到充满瓶子需要多长时间 答案：59分钟 
3527—小王一边刷牙，一边悠闲的吹口哨，他是怎么做到的？ 答案：刷假牙 
3528—有一位老太太上了公车，为什么没人让座？ 答案：车上有空座 
